jd,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,u15,u16,u17,u18,u19
2016-09-02,934.7472188811249,651.3583740663304,72.18766962157277,1011.121850982231,1077.854,745.697,103.5758719506217,706.477,881.294,173.32309895543062,256.7362542770473,139.1628548947238,1079.017,1075.442,140.55100000000002,502.38000000000005,90.99344711650153,311.923,189.9895057675864,414.317
2016-09-03,934.612623890885,650.7963266565886,71.32484345878058,1011.0327438940603,1072.294,746.665,102.23504817933033,707.777,879.401,172.68872834722816,255.60207141249995,139.20202942111533,1079.6059999999998,1075.069,134.976,500.309,90.7089354218171,311.194,189.23939479646793,409.005
2016-09-04,934.429967387583,649.9598313710881,71.00235395975061,1010.400171609976,1069.4889999999998,745.293,102.39542518406343,703.2109999999999,880.61,172.4113193775888,254.9893908896916,138.31712962383438,1077.075,1072.973,140.93599999999998,505.416,90.14575920576651,312.88,189.17417628330458,405.837
2016-09-05,934.2152242886934,649.522086848291,70.88915272929401,1010.1599510155086,1068.108,741.9180000000001,101.78883041427551,706.074,880.5290000000001,172.19807901622997,254.67713587343496,137.90699535351138,1076.322,1075.148,139.942,499.88100000000003,90.2431706004536,311.019,188.68435730264036,409.056
2016-09-06,934.3648037036605,650.0530768811135,71.2855014896212,1010.1318341720265,1072.1459999999997,746.104,102.50659504811783,701.3689999999999,880.8940000000001,171.70466017656304,255.2070951640372,138.07992878332135,1076.443,1072.1040000000003,138.638,504.151,90.49090773430639,314.303,189.25912106307507,406.765
2016-09-07,935.4078822358923,650.6831687505589,71.76119192752206,1009.9935756138577,1073.307,744.795,102.55217663723847,703.838,881.7700000000001,172.48190494568803,255.47146664909826,137.96887830956328,1078.832,1074.9759999999999,140.03,505.0279999999999,90.94201941724927,317.33299999999997,190.02452901154933,414.214
2016-09-08,935.1624979197039,649.8715366691232,71.09431465726524,1009.4061070181959,1073.1709999999998,746.3489999999999,102.03081190466136,706.665,876.95,173.92582230796685,254.41646088096184,136.26971711076757,1082.395,1072.2430000000002,142.072,499.924,90.44543496314688,309.751,189.53876028368472,407.0
2016-09-09,934.8574694764097,649.0313563342994,70.51068028660393,1008.7155153205352,1071.3729999999998,742.324,100.8357377014622,707.4229999999999,869.9180000000001,173.67077058638736,253.2072166772031,135.98088379427995,1082.0069999999998,1078.0700000000002,139.861,500.24199999999996,89.9344648166244,310.062,188.9552183936923,403.27299999999997
2016-09-10,934.7883716819669,649.4635263468479,70.83615698962997,1008.2445727893535,1074.229,743.388,101.10020707402738,710.071,878.7879999999999,173.25761232963538,253.41785964929986,135.92337379192526,1079.674,1078.585,141.516,504.40200000000004,89.47172967402629,308.827,189.0669530207311,397.962
2016-09-11,934.1669323617654,649.3365347682441,70.69592167779678,1008.4370698354767,1072.751,742.797,101.52716762267261,707.42,878.71,172.6877952361855,252.65390244334287,135.71796850000644,1080.298,1070.924,144.80499999999998,509.74600000000004,89.30303645925655,308.475,188.7648859365424,402.145
2016-09-12,934.5929886007428,650.8744149129058,71.6700622920365,1009.3179350260403,1074.87,744.2149999999999,101.95224376186516,703.249,884.597,171.68703803537878,254.26778034487234,136.7289627242167,1078.76,1077.3319999999999,138.994,504.0520000000001,90.33158470147485,313.96799999999996,189.4099725176709,408.04400000000004
2016-09-13,936.1567348250464,652.5897782699867,72.57504296360054,1010.250268909422,1075.868,749.018,103.92033349767215,707.331,884.224,174.20128519246728,255.24576926829255,137.70572587008104,1081.446,1078.913,141.33599999999998,504.787,91.50074012388441,314.79,190.62585570436346,407.935
2016-09-14,936.6313157635674,653.28957826611,72.80363400522414,1010.3768464351668,1086.674,747.011,103.94545427001,703.056,875.515,175.24938355153242,254.8997711357611,137.27632096850553,1079.519,1075.071,136.241,506.42299999999994,92.26376775000264,312.841,191.38307518730804,408.26399999999995
2016-09-15,936.5675753135266,652.7390120481065,72.87623367033981,1010.6868180001698,1078.735,748.8489999999999,103.58189486489437,709.9290000000001,876.905,175.26361548475333,255.30040480766434,137.0727167193124,1081.469,1070.529,139.612,503.82399999999996,91.47249005137029,313.24800000000005,190.65705927517928,410.466
2016-09-16,935.2885344757194,652.4292542407705,71.24755421582388,1010.0981823885425,1083.2549999999999,745.857,103.1990180230058,703.781,879.761,173.8668456327929,254.26446708321245,136.31088179288668,1080.3709999999999,1072.4009999999998,141.894,501.30600000000004,91.00007291688216,313.707,189.67949828976373,408.65200000000004
