"n0","e0","u0","n1","e1","u1","n2","e2","u2"
-381.895,785.798,478.649,-848.259,-660.031,961.259,-1019.205,-746.948,381.86
-384.899,786.346,479.39,-849.357,-658.109,958.314,-1020.713,-747.287,380.881
-382.879,785.623,477.376,-851.071,-658.532,958.344,-1020.864,-748.314,384.627
-383.425,785.084,473.204,-849.516,-658.838,955.999,-1020.016,-748.74,385.202
-385.051,784.613,475.331,-852.388,-658.534,961.28,-1021.696,-749.978,383.764
-385.376,783.837,477.67,-851.644,-657.924,962.777,-1021.175,-749.344,380.935
-386.284,783.182,473.201,-853.511,-659.081,957.8,-1021.156,-751.541,381.34
-384.471,784.165,471.933,-851.467,-660.574,959.791,-1019.633,-750.089,379.477
-384.925,784.8,474.779,-851.384,-660.531,960.991,-1020.338,-749.095,383.615
-384.147,784.832,480.687,-851.612,-659.771,964.67,-1021.728,-748.227,381.39
-382.251,783.382,476.833,-853.582,-661.029,965.096,-1019.333,-749.056,382.556
-386.763,784.021,475.73,-854.567,-660.022,959.495,-1021.185,-749.51,380.627
-384.232,784.302,469.445,-851.57,-661.333,951.438,-1020.42,-748.519,379.803
-380.766,783.938,473.21,-853.446,-661.981,964.188,-1019.618,-747.574,379.872
-381.948,785.836,472.068,-849.267,-660.195,957.541,-1020.458,-746.334,381.146
-383.148,786.753,476.376,-849.754,-659.677,961.571,-1020.904,-746.389,383.239
-385.825,786.464,473.474,-851.832,-657.265,960.733,-1022.528,-748.476,378.713
-384.953,784.397,475.2,-852.912,-660.64,969.932,-1020.754,-748.733,382.447
-384.399,786.761,471.947,-851.099,-658.33,963.699,-1022.651,-746.765,380.989
-383.262,787.835,472.741,-847.454,-657.049,959.928,-1022.463,-745.75,380.618
-385.189,784.789,472.275,-853.524,-657.102,959.74,-1023.619,-750.336,381.294
-383.134,785.19,469.67,-850.963,-658.184,959.179,-1021.213,-748.012,381.291
-380.866,785.797,478.946,-849.109,-660.223,960.938,-1019.063,-746.227,378.969
-382.679,785.524,478.377,-851.149,-659.004,961.087,-1019.716,-747.25,382.227
-381.894,785.855,480.557,-849.986,-660.129,967.412,-1019.441,-746.627,381.991
-382.928,784.032,481.183,-852.874,-660.538,971.566,-1019.199,-748.742,386.202
-383.423,785.413,479.51,-853.146,-659.417,966.311,-1020.934,-748.541,383.88
-381.211,786.398,482.449,-850.235,-660.658,969.391,-1018.176,-747.061,384.858
-382.349,784.349,480.4,-850.888,-660.197,967.038,-1017.789,-748.15,385.841
-384.193,785.732,474.675,-850.604,-658.727,968.189,-1019.806,-747.36,381.884
-382.819,783.556,477.294,-852.434,-661.368,967.644,-1019.48,-748.354,382.174
-384.524,783.152,477.522,-854.338,-659.655,962.936,-1019.942,-749.573,383.325
-384.014,782.676,479.931,-854.262,-660.739,966.409,-1020.153,-750.31,386.612
-382.607,785.705,474.333,-850.87,-660.933,959.555,-1020.308,-747.637,378.294
-382.359,784.768,476.772,-849.61,-660.625,959.936,-1020.321,-747.24,379.988
-385.413,783.677,474.673,-853.191,-659.114,957.095,-1020.958,-748.375,378.761
-382.809,786.116,479.586,-849.655,-659.907,957.078,-1019.639,-745.812,379.148
-382.829,786.046,477.878,-849.76,-659.107,957.353,-1019.948,-746.316,380.305
-382.838,787.21,479.464,-848.774,-661.298,966.572,-1020.935,-743.775,382.692
-382.72,784.893,478.587,-852.005,-660.429,963.493,-1019.96,-748.021,384.802
-383.479,786.623,476.354,-850.296,-658.848,957.548,-1020.808,-747.108,386.109
-383.222,784.073,478.317,-852.405,-659.982,963.73,-1019.595,-749.042,385.297
-383.278,786.195,477.001,-850.811,-658.759,964.803,-1020.99,-746.622,384.479
-383.218,783.538,479.013,-851.972,-660.124,958.622,-1019.454,-749.209,382.295
-384.374,785.235,476.972,-851.765,-657.275,962.328,-1020.128,-748.142,387.527
-383.686,784.059,477.532,-852.266,-657.673,952.15,-1019.993,-749.904,385.77
-383.503,784.127,477.247,-851.287,-660.118,957.899,-1019.936,-749.035,386.942
-384.253,783.781,480.076,-852.468,-657.502,959.456,-1020.571,-749.638,385.124
-386.649,785.891,479.546,-851.412,-655.706,969.252,-1023.137,-749.905,383.271
-383.993,784.376,478.104,-851.697,-657.544,959.863,-1020.397,-749.239,381.835
-383.764,784.851,479.321,-850.782,-660.45,964.674,-1019.724,-747.157,385.969
-384.943,784.63,483.138,-851.77,-660.805,969.518,-1021.65,-748.783,388.155
-384.088,785.281,475.072,-850.024,-660.773,966.353,-1020.471,-747.238,384.319
-382.484,785.618,474.507,-850.267,-660.776,962.031,-1019.713,-747.125,381.135
-382.665,785.474,477.557,-850.332,-662.102,961.374,-1019.29,-746.745,381.964
-383.516,785.069,476.639,-849.953,-659.716,960.399,-1019.805,-746.97,380.031
-383.674,786.023,475.152,-850.498,-659.58,967.973,-1020.995,-748.452,386.081
-382.288,786.278,481.702,-848.062,-660.482,968.694,-1019.391,-746.396,387.454
-380.751,785.907,483.034,-849.068,-661.138,968.033,-1018.571,-746.857,388.69
-381.076,785.186,479.382,-850.387,-660.052,965.477,-1018.837,-748.982,381.444
-381.968,785.023,480.517,-850.877,-660.452,963.118,-1019.175,-748.844,385.514
-381.451,786.873,481.627,-848.66,-660.016,968.282,-1018.34,-746.3,384.796
-381.654,786.897,486.311,-849.501,-660.001,969.226,-1019.724,-745.872,387.604
-381.659,786.672,482.901,-848.529,-658.85,964.42,-1022.166,-745.949,386.263
-384.074,787.134,477.732,-849.465,-657.619,959.663,-1022.451,-746.685,381.606
-384.157,786.047,475.999,-852.341,-659.124,962.636,-1021.312,-747.893,381.965
-383.352,788.209,478.485,-849.651,-657.772,963.733,-1022.28,-746.232,380.348
-384.113,786.466,476.61,-850.894,-661.094,967.207,-1020.747,-746.839,378.953
-382.655,784.511,478.89,-853.48,-661.596,967.318,-1020.696,-748.559,386.121
-383.149,785.347,473.631,-852.589,-660.762,953.948,-1020.931,-748.74,381.745
-383.409,785.607,469.837,-852.435,-661.37,956.611,-1021.103,-747.815,399.479
-386.481,785.584,471.745,-853.098,-658.932,955.02,-1022.958,-747.515,376.963
-385.638,784.955,471.635,-853.838,-655.303,951.231,-1023.765,-749.799,372.395
-384.342,785.037,474.805,-851.461,-660.262,954.138,-1021.751,-749.575,377.732
-384.048,786.294,472.11,-851.91,-661.861,961.682,-1020.768,-748.76,380.227
-385.259,788.895,468.289,-851.588,-660.326,957.112,-1021.57,-748.65,375.661
-384.681,783.149,472.005,-854.349,-659.574,962.859,-1020.271,-750.441,374.848
-384.45,785.067,473.942,-852.027,-657.716,962.94,-1021.344,-749.318,376.62
-386.2,785.37,475.491,-852.972,-655.299,956.306,-1023.166,-750.865,383.397
-383.09,785.685,476.269,-850.976,-658.679,964.513,-1020.701,-748.939,382.27
-384.61,785.515,482.008,-852.7,-656.759,964.089,-1021.555,-748.171,385.421
-385.478,785.889,474.953,-853.234,-657.388,961.29,-1022.043,-749.32,377.68
-383.874,784.707,470.691,-853.764,-657.533,958.794,-1021.795,-749.901,377.466
-383.335,785.249,478.066,-851.823,-657.245,961.573,-1019.85,-749.641,378.36
-382.339,785.295,477.747,-851.127,-657.884,955.725,-1019.969,-749.606,380.834
-381.954,786.422,478.757,-850.434,-658.267,959.535,-1020.423,-747.766,386.082
-384.778,787.21,477.545,-849.993,-657.702,956.366,-1021.763,-747.137,380.775
-384.732,784.871,475.662,-852.482,-658.295,961.291,-1021.703,-749.264,381.573
-383.123,783.992,477.834,-852.165,-660.182,959.629,-1019.786,-750.026,382.864
-382.856,783.584,480.149,-853.011,-658.755,961.749,-1019.505,-751.649,387.762
-383.327,784.786,480.975,-851.029,-658.314,958.395,-1020.314,-750.198,385.712
-382.481,784.931,483.473,-851.773,-657.751,962.039,-1019.411,-749.88,386.034
-383.804,783.089,482.543,-853.71,-659.697,966.662,-1019.334,-751.509,384.278
-383.88,785.499,485.109,-850.789,-658.344,961.251,-1020.63,-749.166,391.783
-380.338,785.549,481.293,-850.37,-660.778,960.759,-1018.018,-747.921,387.516
-381.56,785.732,484.67,-850.77,-659.907,963.707,-1018.869,-748.587,386.766
-384.178,784.869,482.756,-851.309,-657.784,963.529,-1022.198,-750.896,389.32
-382.119,785.559,490.201,-849.198,-658.76,961.565,-1020.051,-746.935,395.022
-382.234,784.678,489.765,-850.971,-659.413,972.659,-1017.352,-749.315,394.238
-381.631,783.76,487.491,-851.281,-660.436,972.339,-1018.482,-750.497,397.438
-381.134,784.402,485.659,-848.879,-660.855,970.287,-1017.547,-749.225,391.189
-383.629,785.84,483.561,-851.381,-657.044,968.224,-1021.3,-749.557,387.5
-381.444,783.795,486.26,-850.899,-658.962,963.088,-1019.391,-750.212,389.101
-382.975,786.265,481.574,-850.656,-658.126,965.543,-1020.545,-749.42,387.293
-383.076,784.8,480.86,-850.189,-658.847,960.542,-1019.878,-748.562,385.517
-384.157,784.721,480.999,-851.747,-658.616,962.943,-1020.473,-749.51,382.465
-383.898,784.834,478.022,-851.323,-657.576,962.581,-1020.814,-750.119,387.614
-385.252,785.912,476.704,-851.055,-657.767,972.184,-1021.508,-749.298,387.715
-384.45,786.47,488.335,-850.133,-657.768,964.24,-1021.782,-748.384,392.561
-381.287,785.651,489.243,-850.573,-659.436,966.165,-1020.126,-747.68,390.108
-380.804,786.122,488.649,-849.003,-658.223,963.289,-1018.348,-747.506,391.476
-381.562,785.833,486.517,-849.136,-657.625,964.947,-1019.984,-748.112,391.126
-380.638,785.063,483.331,-850.265,-659.403,962.983,-1018.958,-747.792,386.17
-380.352,786.375,486.03,-849.537,-658.473,964.761,-1018.865,-747.331,390.234
-380.634,785.44,485.653,-849.751,-658.633,960.986,-1018.346,-749.202,390.522
-381.658,786.326,482.924,-849.35,-657.371,964.135,-1018.786,-748.887,389.052
-384.267,784.634,487.347,-851.742,-656.144,964.81,-1020.648,-749.935,393.447
-382.723,785.549,490.57,-850.273,-657.012,964.861,-1020.379,-748.754,392.283
-381.774,785.396,487.911,-850.201,-658.424,971.378,-1020.083,-748.726,389.552
-382.587,782.424,484.699,-852.096,-660.696,960.192,-1017.874,-750.459,388.187
-382.234,785.156,491.076,-850.892,-662.855,967.243,-1018.999,-746.259,395.338
-383.008,786.132,484.399,-851.073,-657.839,959.849,-1021.043,-748.556,391.193
-382.694,785.024,480.447,-852.277,-658.517,961.003,-1020.82,-748.929,386.881
-380.462,787.86,484.706,-848.393,-659.951,970.038,-1019.505,-746.65,388.46
-381.742,785.625,483.387,-850.794,-658.431,965.27,-1018.519,-749.021,384.734
-381.559,786.077,486.474,-851.888,-657.499,967.241,-1019.247,-748.505,392.231
-381.565,785.601,487.655,-850.853,-658.782,968.994,-1018.542,-749.074,391.681
-383.06,784.718,483.717,-850.93,-659.428,963.387,-1019.103,-749.978,389.992
-382.123,784.758,481.916,-849.435,-660.431,959.428,-1019.029,-748.121,384.847
-382.205,785.032,482.361,-851.986,-658.221,957.143,-1020.619,-749.211,381.923
-383.849,784.128,483.982,-852.456,-659.744,957.233,-1020.216,-749.986,387.283
