jd,n0,e0,u0,n1,e1,u1,n2,e2,u2
2017-08-11,-387.898,784.931,473.406,-853.86,-657.645,968.212,-1022.3660000000001,-748.834,387.579
2017-08-12,-387.52,787.3,475.87800000000004,-851.893,-657.113,971.742,-1022.013,-747.3610000000001,390.48699999999997
2017-08-13,-386.157,786.284,478.728,-850.944,-658.2719999999999,970.829,-1020.383,-747.36,390.934
2017-08-14,-385.033713042091,785.7029210860389,479.462015242737,-853.72,-658.813,974.7719999999999,-1020.972,-749.5889999999999,393.56300000000005
2017-08-15,-385.572170290757,785.529158466893,475.090643084067,-854.817,-659.959,964.702,-1021.4760000000001,-748.38,388.36400000000003
2017-08-16,-382.935238879406,784.604897546463,477.319273619422,-852.702,-662.154,962.279,-1018.596,-748.2130000000001,387.31199999999995
2017-08-17,-383.722681179085,785.293204449239,479.48084060436895,-852.528,-661.6089999999999,968.038,-1019.87,-748.515,393.655
2017-08-18,-384.259985048081,785.4556752993291,480.53504906303,-852.1439999999999,-660.791,967.347,-1020.8389999999999,-749.293,396.04
2017-08-19,-384.31634167467905,785.4981438084309,477.682080364114,-852.8689999999999,-661.2860000000001,973.816,-1020.655,-748.5210000000001,388.57599999999996
2017-08-20,-382.476009475862,785.884217298988,478.126911729343,-851.485,-660.6039999999999,969.284,-1018.263,-746.7819999999999,386.35
2017-08-21,-383.872364574816,785.423364629014,477.971853681762,-852.659,-658.7710000000001,970.372,-1019.675,-749.045,386.034
2017-08-22,-384.114920381146,786.729784302891,479.117626402357,-852.794,-658.28,975.0169999999999,-1019.872,-747.289,392.031
2017-08-23,-383.49721624261497,785.7140413789909,478.946051222811,-853.158,-661.547,972.5160000000001,-1019.1310000000001,-747.3389999999999,393.27099999999996
2017-08-24,-383.67269996381106,784.556425339427,477.90419972786,-853.563,-661.5319999999999,969.824,-1019.245,-749.2289999999999,388.52099999999996
2017-08-25,-384.395864757324,786.0140552661979,478.757141690766,-852.4760000000001,-658.2510000000001,965.3739999999999,-1020.5310000000001,-748.602,391.175
2017-08-26,-383.445062628718,785.306746443679,481.15115765599006,-853.6569999999999,-659.314,975.5219999999999,-1018.421,-749.087,395.477
2017-08-27,-384.47074642149596,786.916960885777,479.81139458337304,-852.27,-657.748,974.8380000000001,-1020.6669999999999,-747.773,393.16900000000004
2017-08-28,-384.65691361410796,787.5324033335901,480.09011365358805,-851.575,-657.0319999999999,972.6560000000001,-1021.242,-747.26,394.325
2017-08-29,-383.004159877531,786.30668903259,481.292317412323,-851.2260000000001,-659.5139999999999,974.216,-1019.066,-747.711,393.718
2017-08-30,-382.90803628485804,786.287187406626,480.075291514385,-850.9760000000001,-660.25,968.85,-1019.168,-747.0930000000001,392.121
2017-08-31,-385.47901899436096,785.2870045024049,477.88522603460996,-855.0269999999999,-659.434,977.02,-1021.102,-749.84,391.38800000000003
2017-09-01,-384.109116317033,786.740936005923,478.065529476924,-851.9,-659.1260000000001,978.6110000000001,-1020.5189999999999,-747.313,387.05699999999996
2017-09-02,-382.667677557173,785.835262650943,477.87265485584396,-851.696,-660.347,972.388,-1018.437,-747.118,384.914
2017-09-03,-383.26326169382304,785.662033746705,477.934114469953,-852.155,-659.92,966.347,-1019.0980000000001,-747.715,387.532
2017-09-04,-383.88934051780296,784.967067174481,477.427342093144,-852.904,-660.166,967.678,-1019.7810000000001,-749.179,386.184
2017-09-05,-383.68362519996595,784.648675702231,475.993667493633,-853.697,-661.6360000000001,968.587,-1019.2339999999999,-748.566,384.295
2017-09-06,-383.960512274919,785.152456332221,476.51508132080704,-852.758,-660.066,970.2539999999999,-1019.985,-748.914,383.07300000000004
2017-09-07,-384.153239649511,784.762325636894,475.225855427432,-853.2239999999999,-660.663,964.658,-1020.1519999999999,-748.988,381.926
2017-09-08,-385.42148955423994,785.969968551603,476.028814938152,-851.171,-658.61,960.57,-1023.078,-749.3639999999999,383.48199999999997
2017-09-09,-384.456076051589,787.557913303122,476.27518695255094,-850.2280000000001,-659.1510000000001,967.596,-1022.0419999999999,-746.0060000000001,384.634
2017-09-10,-384.47109154346003,786.131954557197,476.558606382969,-852.6619999999999,-657.904,966.597,-1020.543,-748.1110000000001,385.10400000000004
2017-09-11,-383.588091986,786.934150395878,478.633954210935,-850.4810000000001,-659.6339999999999,974.314,-1020.51,-746.837,387.39099999999996
2017-09-12,-384.029122729558,785.637044873728,477.755103048637,-853.207,-658.4019999999999,970.711,-1019.568,-748.6439999999999,386.978
2017-09-13,-383.08,786.618,476.64,-851.306,-660.91,971.4739999999999,-1020.112,-746.81,382.969
2017-09-14,-384.62551487993204,785.1484050855231,476.140056174154,-854.97,-660.1139999999999,974.688,-1019.8480000000001,-748.702,386.524
2017-09-15,-383.064991682952,785.005772481792,477.237869016353,-852.377,-660.556,972.0889999999999,-1018.778,-748.577,382.805
2017-09-16,-384.319429518907,786.361541545376,475.894699622256,-853.145,-660.847,975.677,-1020.45,-746.6439999999999,385.88599999999997
2017-09-17,-385.351789354033,786.348000324794,475.768432807981,-853.21,-658.659,972.187,-1021.817,-748.122,385.097
2017-09-18,-384.98030590037,786.357118119411,476.353586864596,-852.26,-658.615,974.113,-1021.7280000000001,-748.357,383.541
2017-09-19,-384.47988035392405,785.483800821781,477.39191143387103,-852.7080000000001,-657.75,966.36,-1020.515,-749.525,385.329
2017-09-20,-384.043659615364,786.018356274408,476.274575479086,-851.793,-659.1560000000001,968.84,-1020.5189999999999,-747.936,382.37800000000004
2017-09-21,-384.85882784670196,786.322916616203,479.68561923284796,-852.049,-656.557,972.255,-1021.289,-749.5980000000001,390.105
2017-09-22,-383.878669612923,786.197774633961,478.78262303394996,-851.76,-658.566,974.1110000000001,-1020.1339999999999,-748.322,387.38
2017-09-23,-383.56446703855903,786.026408172428,478.884074390962,-850.8789999999999,-659.845,970.176,-1020.2919999999999,-748.189,387.54900000000004
2017-09-24,-383.901539261103,785.7857415544361,479.81599906064105,-852.252,-658.432,973.187,-1019.8639999999999,-749.12,390.19599999999997
2017-09-25,-383.89929762178804,786.8492700583749,478.737117266846,-851.028,-657.763,971.811,-1020.448,-747.564,387.4
2017-09-26,-384.179659031501,784.883651926902,477.610086294018,-853.102,-659.903,975.337,-1020.1260000000001,-749.94,384.556
2017-09-27,-383.435217165439,785.47580440106,477.50295646303,-852.046,-658.557,970.558,-1019.2769999999999,-748.7819999999999,382.67400000000004
2017-09-28,-382.055561910796,783.1202851365081,478.71758191595495,-853.1189999999999,-660.618,967.7280000000001,-1016.7139999999999,-750.9960000000001,382.789
2017-09-29,-383.59737443128,783.9571311784911,478.118813389025,-852.503,-660.337,964.1619999999999,-1019.564,-750.93,384.88300000000004
2017-09-30,-383.595066922017,784.947523315185,478.16176769535,-852.064,-659.862,970.232,-1019.72,-749.628,384.773
2017-10-01,-382.860683635282,785.4298777107331,477.59031966576896,-851.7610000000001,-659.579,967.7739999999999,-1018.6239999999999,-748.044,383.603
2017-10-02,-383.597786151663,783.995383288993,474.601805350019,-853.288,-659.5269999999999,959.436,-1019.063,-749.933,377.36
2017-10-03,-383.41061913713304,785.3551594730819,475.443045567148,-851.183,-660.052,960.154,-1019.966,-748.084,379.55400000000003
2017-10-04,-382.87950404875704,783.799486261777,474.11469597903,-850.821,-665.328,959.591,-1020.1110000000001,-748.77,376.19699999999995
2017-10-05,-383.923240623192,784.094413887292,474.692601458086,-852.97,-660.6569999999999,960.7239999999999,-1019.941,-749.8939999999999,378.61300000000006
2017-10-06,-383.089183493119,784.7582979021561,475.80277702160004,-851.868,-661.211,968.0319999999999,-1019.2310000000001,-748.6460000000001,378.906
2017-10-07,-382.76450863493204,783.9775209785009,476.704093583848,-852.164,-663.752,963.8389999999999,-1018.8810000000001,-748.914,383.68199999999996
